"idx","AID","address"
32294,"A854775","Austin (TX)"
32295,"A854778","Austin (TX)"
32296,"A854779","Austin (TX)"
32297,"A854786","Austin (TX)"
32298,"A854787","2224 East Stassney Lane in Austin (TX)"
32299,"A854788","1502 Kirkwood in Austin (TX)"
32300,"A854789","5800 Techni Center in Austin (TX)"
32301,"A854793","10203 Sun Hill Drive in Austin (TX)"
32302,"A854795","Austin (TX)"
32303,"A854800","7809 East Ben White Blvd in Austin (TX)"
32304,"A854802","1541 West Cesar Chavez in Austin (TX)"
32305,"A854806","Austins Colony Blvd in Travis (TX)"
32306,"A854808","View Point Drive And Peach Grove in Austin (TX)"
32307,"A854810","7305 Marble Ridge in Austin (TX)"
32308,"A854814","1156 W Cesar Chavez in Austin (TX)"
32309,"A854815","1156 W Cesar Chavez in Austin (TX)"
32310,"A854817","1156 W Cesar Chavez in Austin (TX)"
32311,"A854818","1156 W Cesar Chavez in Austin (TX)"
32312,"A854819","1156 W Cesar Chavez in Austin (TX)"
32313,"A854822","9701 Beauchamp Square Lane in Austin (TX)"
32314,"A854823","9701 Beauchamp Square Lane in Austin (TX)"
32315,"A854839","1701 Prochnow Road in Travis (TX)"
32316,"A854855","2310 Bitter Creek Drive in Austin (TX)"
32317,"A854856","2310 Bitter Creek Drive in Austin (TX)"
32318,"A854857","2310 Bitter Creek Drive in Austin (TX)"
32319,"A854858","2310 Bitter Creek Drive in Austin (TX)"
32320,"A854859","2310 Bitter Creek Drive in Austin (TX)"
32321,"A854860","1601 Canterbury in Austin (TX)"
32322,"A854861","1601 Canterbury in Austin (TX)"
32323,"A854878","6715 S Ih 35 Svrd Nb in Austin (TX)"
32324,"A854884","6008 Westcreek Dr in Austin (TX)"
32325,"A854892","4434 Frontier Trail in Austin (TX)"
32326,"A854894","2206 Blue Meadow Dr in Austin (TX)"
32327,"A854902","Wells Branch Parkway And 290 in Austin (TX)"
32328,"A854903","Ingrid Drive And Annabelle Drive in Travis (TX)"
32329,"A854909","Austin (TX)"
32330,"A854910","8322 Burrel Dr in Austin (TX)"
32331,"A854914","Lamar And 183 in Austin (TX)"
32332,"A854915","Mckinney Falls And Highway 183 in Austin (TX)"
32333,"A854916","7606 Meador Ave in Austin (TX)"
32334,"A854917","Travis (TX)"
32335,"A854926","11406 Tedford in Austin (TX)"
32336,"A854927","11406 Tedford in Austin (TX)"
32337,"A854931","Brodie And Esqew in Austin (TX)"
32338,"A854932","Brodie And Esqew in Austin (TX)"
32339,"A854933","Austin (TX)"
32340,"A854936","8200 Neely Drive in Austin (TX)"
32341,"A854938","Dessau And Parmer in Austin (TX)"
32342,"A854939","6600 Ed Bluestein in Austin (TX)"
32343,"A854939","Austin (TX)"
32344,"A854941","1408 Fort Branch Boulevard in Austin (TX)"
32345,"A854946","Travis (TX)"
32346,"A854949","Sassman And Apogee in Austin (TX)"
32347,"A854962","1101 Rutland Drive in Austin (TX)"
32348,"A854964","Austin (TX)"
32349,"A854969","1628 Ohlen Road in Austin (TX)"
32350,"A854970","1628 Ohlen Road in Austin (TX)"
32351,"A854972","6400 Live Oak Drive in Austin (TX)"
32352,"A854972","Travis (TX)"
32353,"A854973","8800 North Ih35 Service Road in Austin (TX)"
32354,"A854975","10527 Timbercrest Ln in Austin (TX)"
32355,"A854976","10527 Timbercrest Ln in Austin (TX)"
32356,"A854984","10910 Domain Dr in Austin (TX)"
32357,"A854988","Austin (TX)"
32358,"A854989","Austin (TX)"
32359,"A854990","Austin (TX)"
32360,"A854991","Austin (TX)"
32361,"A854992","Austin (TX)"
32362,"A854994","1503 Morgan Ln in Austin (TX)"
32363,"A854995","124 W Anderson Ln in Austin (TX)"
32364,"A854996","124 W Anderson Ln in Austin (TX)"
32365,"A854997","10610 Mcmillian in Austin (TX)"
32366,"A855000","3603 Southridge in Austin (TX)"
32367,"A855001","Austin (TX)"
32368,"A855002","Austin (TX)"
32369,"A855004","8721 Alum Rock in Austin (TX)"
32370,"A855005","Teri Road in Austin (TX)"
32371,"A855005","Austin (TX)"
32372,"A855006","Tallowood Ridge in Austin (TX)"
32373,"A855008","Rundberg And Ih35 in Austin (TX)"
32374,"A855009","4108 Todd Lane in Austin (TX)"
32375,"A855010","4108 Todd Lane in Austin (TX)"
32376,"A855011","4108 Todd Lane in Austin (TX)"
32377,"A855017","183 And Montopolis in Austin (TX)"
32378,"A855019","1300 South Mopac Expressway in Austin (TX)"
32379,"A855021","8110 Springdale Road in Austin (TX)"
32380,"A855024","10600 Pluchea Cv in Austin (TX)"
32381,"A855027","Austin (TX)"
32382,"A855033","Austin (TX)"
32383,"A855034","Austin (TX)"
32384,"A855045","Austin (TX)"
32385,"A855046","1402 Click Cove in Austin (TX)"
32386,"A855050","715 East 8Th Street in Austin (TX)"
32387,"A855051","3505 Breckenridge Dr in Austin (TX)"
32388,"A855051","3505 Breckenridge Drive in Austin (TX)"
32389,"A855052","5717 Paseo Nuevo Circle in Travis (TX)"
32390,"A855054","13776 Research Blvd 106 in Austin (TX)"
32391,"A855069","Yaupon Drive And Fire Oak Drive in Austin (TX)"
32392,"A855070","Yaupon Drive And Fire Oak Drive in Austin (TX)"
32393,"A855073","8827 S Fm 973 in Austin (TX)"
32394,"A855073","Travis (TX)"
32395,"A855074","12Th And Webberville in Austin (TX)"
32396,"A855075","4800 Copperbend Boulevard in Austin (TX)"
32397,"A855077","Yaupon Drive And Fire Oak Drive in Austin (TX)"
32398,"A855079","Yaupon Drive And Fire Oak Drive in Austin (TX)"
32399,"A855080","Yaupon Drive And Fire Oak Drive in Austin (TX)"
32400,"A855081","6903 Pascal Ct in Travis (TX)"
32401,"A855082","14100 Thermal Drive in Austin (TX)"
32402,"A855084","14100 Thermal Drive in Austin (TX)"
32403,"A855085","4407 Guadalupe St in Austin (TX)"
32404,"A855087","Austin (TX)"
32405,"A855089","Cameron And Parmer in Austin (TX)"
32406,"A855093","11906 Tanglebriar Trail in Austin (TX)"
32407,"A855094","18012 Bassano Avenue in Travis (TX)"
32408,"A855100","290 And Ih 35 in Austin (TX)"
32409,"A855106","2600 Scofield Ridge Pkwy in Austin (TX)"
32410,"A855107","2600 Scofield Ridge Pkwy in Austin (TX)"
32411,"A855109","Blessing Avenue in Austin (TX)"
32412,"A855110","Blessing Avenue in Austin (TX)"
32413,"A855110","Austin (TX)"
32414,"A855110","Travis (TX)"
32415,"A855112","9100 Evelyn Road in Travis (TX)"
32416,"A855113","3800 Hudson Bend in Austin (TX)"
32417,"A855114","9100 Evelyn Road in Travis (TX)"
32418,"A855115","9100 Evelyn Road in Travis (TX)"
32419,"A855117","1901 West William Cannon in Austin (TX)"
32420,"A855118","1901 West William Cannon in Austin (TX)"
32421,"A855122","Bradshaw Rd And Comano Dr in Travis (TX)"
32422,"A855124","11601 Domain Drive in Austin (TX)"
32423,"A855126","Thompson Street in Austin (TX)"
32424,"A855126","2525 Anderson Lane in Austin (TX)"
32425,"A855127","Austin (TX)"
32426,"A855140","7025 Village Center in Austin (TX)"
32427,"A855145","12100 Millwright Pkwy in Austin (TX)"
32428,"A855150","4434 Frontier Trail in Austin (TX)"
32429,"A855153","Austin (TX)"
32430,"A855154","Montopolis Drive in Austin (TX)"
32431,"A855157","15203 Sun Bird Lane in Austin (TX)"
32432,"A855159","Austin (TX)"
32433,"A855165","2207 Lou Neff Road in Austin (TX)"
32434,"A855175","Nile Street in Austin (TX)"
32435,"A855176","Nile Street in Austin (TX)"
32436,"A855178","Austin (TX)"
32437,"A855179","10807 North Fm 620 Road in Travis (TX)"
32438,"A855184","River Ranch Mobile Home Community Off Dessau Road in Austin (TX)"
32439,"A855190","Austin (TX)"
32440,"A855198","Austin (TX)"
32441,"A855200","12901 Scofield Farms Dr in Austin (TX)"
32442,"A855203","8515 Burnet Road in Austin (TX)"
32443,"A855208","412 Hackberry Lane in Austin (TX)"
32444,"A855215","Bartholomew Park in Austin (TX)"
32445,"A855236","1200 Broadmoor Drive in Austin (TX)"
32446,"A855244","Pflugerville (TX)"
32447,"A855261","Austin (TX)"
32448,"A855266","11107 Roderick Lawson in Austin (TX)"
32449,"A855269","Austin (TX)"
32450,"A855272","Austin (TX)"
32451,"A855273","Austin (TX)"
32452,"A855274","Austin (TX)"
32453,"A855275","Austin (TX)"
32454,"A855275","11701 Metric in Austin (TX)"
32455,"A855277","11107 Roderick Lawson in Austin (TX)"
32456,"A855278","11107 Roderick Lawson in Austin (TX)"
32457,"A855279","Austin (TX)"
32458,"A855280","Austin (TX)"
32459,"A855280","Austin (TX)"
32460,"A855282","Outside Jurisdiction"
32461,"A855286","2810 Hemphill in Austin (TX)"
32462,"A855287","2810 Hemphill in Austin (TX)"
32463,"A855293","1614 East 12Th in Austin (TX)"
32464,"A855302","Austin (TX)"
32465,"A855303","Austin (TX)"
32466,"A855306","2214 Willow St in Austin (TX)"
32467,"A855313","101 Hergotz in Austin (TX)"
32468,"A855314","101 Hergotz in Austin (TX)"
32469,"A855315","101 Hergotz in Austin (TX)"
32470,"A855316","2201 Montopolis in Austin (TX)"
32471,"A855317","Austin (TX)"
32472,"A855319","Austin (TX)"
32473,"A855320","8721 Elroy Road in Austin (TX)"
32474,"A855321","8721 Elroy Road in Austin (TX)"
32475,"A855323","1201 Inland Greens in Austin (TX)"
32476,"A855325","Johnny Morris And 969 in Austin (TX)"
32477,"A855326","1917 Maple Vista Drive in Travis (TX)"
32478,"A855328","12042 Lincolnshire Dr in Austin (TX)"
32479,"A855339","4434 Frontier Trail in Austin (TX)"
32480,"A855341","807 Cardiff Dr in Austin (TX)"
32481,"A855342","807 Cardiff Dr in Austin (TX)"
32482,"A855343","6800 N Capital Of Tx Hwy in Austin (TX)"
32483,"A855344","6800 N Capital Of Tx Hwy in Austin (TX)"
32484,"A855347","4434 Frontier Trl in Austin (TX)"
32485,"A855348","4401 Dovemeadow in Austin (TX)"
32486,"A855352","8109 Dee Gabriel Collins in Austin (TX)"
32487,"A855357","14200 James Buchanan in Travis (TX)"
32488,"A855358","9903 Colfax in Austin (TX)"
32489,"A855359","9903 Colfax in Austin (TX)"
32490,"A855365","Sunny Brook And Singing Brook Drive in Austin (TX)"
32491,"A855379","4434 Frontier Trail in Austin (TX)"
32492,"A855380","14310 N Ih 35 in Travis (TX)"
32493,"A855382","4434 Frontier Trail in Austin (TX)"
32494,"A855395","1910 W Braker in Austin (TX)"
32495,"A855396","1321 Art Dilly Dr in Austin (TX)"
32496,"A855396","Outside Jurisdiction"
32497,"A855404","4434 Frontier Trail in Austin (TX)"
32498,"A855409","5330 North Ih 35 in Austin (TX)"
32499,"A855412","Montopolis in Austin (TX)"
32500,"A855419","Santos Street in Austin (TX)"
32501,"A855425","5204 Samuel Huston Ave in Austin (TX)"
32502,"A855427","12435 Dessau Road in Austin (TX)"
32503,"A855428","1016 South Meadows Dr in Austin (TX)"
32504,"A855429","1016 South Meadows Dr in Austin (TX)"
32505,"A855431","1016 South Meadows Dr in Austin (TX)"
32506,"A855432","1016 South Meadows Dr in Austin (TX)"
32507,"A855435","Travis (TX)"
32508,"A855446","Austin (TX)"
32509,"A855447","Austin (TX)"
32510,"A855448","6301 Ponca in Austin (TX)"
32511,"A855450","East 15Th Street And Red River Street in Austin (TX)"
32512,"A855454","6919 Carwill Dr in Austin (TX)"
32513,"A855457","7601 Daffan Lane in Austin (TX)"
32514,"A855459","Austin (TX)"
32515,"A855466","12102 Cottage Promenade Court in Austin (TX)"
32516,"A855469","Austin (TX)"
32517,"A855470","207 Franklin Boulevard in Austin (TX)"
32518,"A855471","207 Franklin Boulevard in Austin (TX)"
32519,"A855476","2207 Lou Neff Road in Austin (TX)"
32520,"A855479","Austin (TX)"
32521,"A855483","11454 Ptarmigan Drive in Austin (TX)"
32522,"A855483","Austin (TX)"
32523,"A855484","8652 Nuckols Crossing in Austin (TX)"
32524,"A855485","8652 Nuckols Crossing in Austin (TX)"
32525,"A855489","Cedar Park (TX)"
32526,"A855493","4434 Frontier Trail in Austin (TX)"
32527,"A855496","Austin (TX)"
32528,"A855497","Austin (TX)"
32529,"A855498","Austin (TX)"
32530,"A855499","Austin (TX)"
32531,"A855499","Austin (TX)"
32532,"A855500","3709 S Green Trails in Austin (TX)"
32533,"A855502","9005 Alderman Dr in Austin (TX)"
32534,"A855503","8885 Research Blvd in Austin (TX)"
32535,"A855504","Outside Jurisdiction"
32536,"A855506","Travis (TX)"
32537,"A855507","7201 Levander Loop in Austin (TX)"
32538,"A855508","7201 Levander Loop in Austin (TX)"
32539,"A855509","Bluff Bend Dr in Austin (TX)"
32540,"A855510","2724 Philomena Street in Austin (TX)"
32541,"A855513","2619 Monarch Drive in Austin (TX)"
32542,"A855514","2619 Monarch Drive in Austin (TX)"
32543,"A855515","2619 Monarch Drive in Austin (TX)"
32544,"A855517","2619 Monarch Drive in Austin (TX)"
32545,"A855518","2619 Monarch Drive in Austin (TX)"
32546,"A855519","2619 Monarch Drive in Austin (TX)"
32547,"A855520","2619 Monarch Drive in Austin (TX)"
32548,"A855521","2619 Monarch Drive in Austin (TX)"
32549,"A855522","2619 Monarch Drive in Austin (TX)"
32550,"A855523","2619 Monarch Drive in Austin (TX)"
32551,"A855524","Journyville Drive in Austin (TX)"
32552,"A855524","Austin (TX)"
32553,"A855525","2619 Monarch Drive in Austin (TX)"
32554,"A855526","2619 Monarch Drive in Austin (TX)"
32555,"A855527","2619 Monarch Drive in Austin (TX)"
32556,"A855528","2207 Lou Neff Road in Austin (TX)"
32557,"A855530","835 North Pleasant Valley in Austin (TX)"
32558,"A855531","835 North Pleasant Valley in Austin (TX)"
32559,"A855532","9100 Evelyn Road in Austin (TX)"
32560,"A855533","Austin (TX)"
32561,"A855537","1412 Thornridge in Austin (TX)"
32562,"A855543","Travis (TX)"
32563,"A855544","2200 South Lakeshore Boulevard in Austin (TX)"
32564,"A855545","6504 Hickman Avenue in Austin (TX)"
32565,"A855557","Parmer And Josh Ridge in Travis (TX)"
32566,"A855558","Austin (TX)"
32567,"A855565","221 South Lamar in Austin (TX)"
32568,"A855566","11604 Gunsmoke Cir in Austin (TX)"
32569,"A855567","11604 Gunsmoke Cir in Austin (TX)"
32570,"A855568","11604 Gunsmoke Cir in Austin (TX)"
32571,"A855569","11604 Gunsmoke Cir in Austin (TX)"
32572,"A855570","11604 Gunsmoke Cir in Austin (TX)"
32573,"A855571","11604 Gunsmoke Cir in Austin (TX)"
32574,"A855579","4606 Bundy Hill Dr in Austin (TX)"
32575,"A855583","15200 Parrish in Austin (TX)"
32576,"A855584","15200 Parrish in Austin (TX)"
32577,"A855586","9101 Hog Eye Rd in Austin (TX)"
32578,"A855592","5416 N 973 Road in Austin (TX)"
32579,"A855595","8800 North Ih 35 in Austin (TX)"
32580,"A855595","Austin (TX)"
32581,"A855597","1811 Mearns Meadow in Austin (TX)"
32582,"A855597","Austin (TX)"
32583,"A855598","Austin (TX)"
32584,"A855604","311 43Rd St in Austin (TX)"
32585,"A855615","Austin (TX)"
32586,"A855617","11702 Prado Ranch Blvd in Travis (TX)"
32587,"A855620","8203 Colony Loop Drive in Austin (TX)"
32588,"A855631","4434 Frontier Trail in Austin (TX)"
32589,"A855636","2101 Redd Street in Austin (TX)"
32590,"A855639","3625 South 1St Street in Austin (TX)"
32591,"A855650","1200 Montopolis Drive in Austin (TX)"
32592,"A855653","1003 Justin Lane in Austin (TX)"
32593,"A855653","Austin (TX)"
32594,"A855676","10619 Denell in Austin (TX)"
32595,"A855677","4434 Frontier Trail in Austin (TX)"
32596,"A855678","4304 Taloga in Austin (TX)"
32597,"A855679","7201 Levander Loop in Austin (TX)"
32598,"A855679","7609 Barkdale in Travis (TX)"
32599,"A855691","811 Burnsall Gates Dr in Travis (TX)"
32600,"A855702","8713 Pineridge Drive Unit B in Austin (TX)"
32601,"A855704","10300 Taylor Lane in Travis (TX)"
32602,"A855705","Austin (TX)"
32603,"A855706","4807 Russet Hill Dr in Austin (TX)"
32604,"A855708","East Lola And Georgian in Austin (TX)"
32605,"A855713","Austin (TX)"
32606,"A855715","Austin (TX)"
32607,"A855717","6401 Rialto in Austin (TX)"
32608,"A855719","Great Panda And Apperson in Travis (TX)"
32609,"A855720","7201 Levander Loop in Austin (TX)"
32610,"A855721","1149 Ebert Avenue in Austin (TX)"
32611,"A855722","1149 Ebert Avenue in Austin (TX)"
32612,"A855723","16323 Wells Rd in Travis (TX)"
32613,"A855724","16323 Wells Rd in Travis (TX)"
32614,"A855725","16323 Wells Rd in Travis (TX)"
32615,"A855726","16323 Wells Rd in Travis (TX)"
32616,"A855727","16323 Wells Rd in Travis (TX)"
32617,"A855729","Austin (TX)"
32618,"A855730","Austin (TX)"
32619,"A855731","Austin (TX)"
32620,"A855732","7201 Levander Loop in Austin (TX)"
32621,"A855733","Austin (TX)"
32622,"A855734","Austin (TX)"
32623,"A855734","Austin (TX)"
32624,"A855735","Austin (TX)"
32625,"A855742","Lamar And 183 in Austin (TX)"
32626,"A855743","7000 Decker Ln in Austin (TX)"
32627,"A855744","Ih 35 Svrd At  E Rundberg Lane in Austin (TX)"
32628,"A855746","Taylor Lane And 969 in Travis (TX)"
32629,"A855748","Austin (TX)"
32630,"A855748","Austin (TX)"
32631,"A855749","Bill Baker And Dave Silk Drive in Austin (TX)"
32632,"A855750","7123 Scenic Brook Dr in Austin (TX)"
32633,"A855753","Austin (TX)"
32634,"A855755","Austin (TX)"
32635,"A855756","1156 W Cesar Chavez in Austin (TX)"
32636,"A855757","Austin (TX)"
32637,"A855758","Austin (TX)"
32638,"A855767","Austin (TX)"
32639,"A855768","Austin (TX)"
32640,"A855769","Austin (TX)"
32641,"A855770","Austin (TX)"
32642,"A855772","Riverside And Barton Springs in Austin (TX)"
32643,"A855772","124 West Anderson Lane in Austin (TX)"
32644,"A855774","5708 West Parmer Lane in Travis (TX)"
32645,"A855776","7000 Ardath Street in Austin (TX)"
32646,"A855777","5708 West Parmer Lane in Travis (TX)"
32647,"A855778","5708 West Parmer Lane in Travis (TX)"
32648,"A855780","6906 Meadow Run in Austin (TX)"
32649,"A855793","6100 La Naranja Lane in Austin (TX)"
32650,"A855794","1800 E Stassney Ln in Austin (TX)"
32651,"A855795","9111 Fm 812 in Austin (TX)"
32652,"A855799","1800 E Stassney Ln in Austin (TX)"
32653,"A855800","1800 E Stassney Ln in Austin (TX)"
32654,"A855801","1800 E Stassney Ln in Austin (TX)"
32655,"A855802","1800 E Stassney Ln in Austin (TX)"
32656,"A855803","1800 E Stassney Ln in Austin (TX)"
32657,"A855804","1800 E Stassney Ln in Austin (TX)"
32658,"A855805","1800 E Stassney Ln in Austin (TX)"
32659,"A855806","1800 E Stassney Ln in Austin (TX)"
32660,"A855807","Southwest Pkwy And Barton Creek Blvd in Austin (TX)"
32661,"A855807","Austin (TX)"
32662,"A855808","6200 Loyola Ln in Austin (TX)"
32663,"A855811","4414 Dove Dr in Austin (TX)"
32664,"A855815","4414 Dove Dr in Austin (TX)"
32665,"A855817","124 W Anderson Lane in Austin (TX)"
32666,"A855818","10827 Fm 1820 in Travis (TX)"
32667,"A855818","Austin (TX)"
32668,"A855818","6625 Mckinney Falls in Austin (TX)"
32669,"A855820","12138 N Lamar Blvd in Austin (TX)"
32670,"A855822","6403 Del Monte Road in Austin (TX)"
32671,"A855829","Shadywood And Bill Hughes Rd in Austin (TX)"
32672,"A855849","4705 Craigwood Dr in Austin (TX)"
32673,"A855850","4705 Craigwood Dr in Austin (TX)"
32674,"A855851","4705 Craigwood Dr in Austin (TX)"
32675,"A855853","4705 Craigwood Dr in Austin (TX)"
32676,"A855856","5016 Irvine Ln in Austin (TX)"
32677,"A855860","7202 Bennet Ave in Austin (TX)"
32678,"A855865","3405 Southill Cir in Austin (TX)"
32679,"A855866","Fm 973 And Eva St in Austin (TX)"
32680,"A855867","Fm 973 And Eva St in Austin (TX)"
32681,"A855882","5609 Jfk Drive in Austin (TX)"
32682,"A855883","5001 Crainway Drive in Austin (TX)"
32683,"A855884","2624 Piping Rock Trail in Austin (TX)"
32684,"A855887","1114 Camino La Costa in Austin (TX)"
32685,"A855888","Austin (TX)"
32686,"A855889","Austin (TX)"
32687,"A855890","1332 Lamar Square Drive in Austin (TX)"
32688,"A855891","Cesar Chavez And Pleasant Valley in Austin (TX)"
32689,"A855892","Cesar Chavez And Pleasant Valley in Austin (TX)"
32690,"A855894","14800 Cypress in Travis (TX)"
32691,"A855897","8003 Parkdale in Austin (TX)"
32692,"A855904","9109 Marsh Dr in Austin (TX)"
32693,"A855906","Travis (TX)"
32694,"A855912","6312 Del Monte in Austin (TX)"
32695,"A855913","6312 Del Monte in Austin (TX)"
32696,"A855916","12625 Campana Drive in Austin (TX)"
32697,"A855917","Austin (TX)"
